"","Name","Author","User.Rating","Reviews","Price","Year","Genre"
"255","Diary of a Wimpy Kid: The Long Haul","Jeff Kinney",4.8,6540,22,2014,"Fiction"
"256","Divergent","Veronica Roth",4.6,27098,15,2014,"Fiction"
"257","Divergent / Insurgent","Veronica Roth",4.5,17684,6,2014,"Fiction"
"258","First 100 Words","Roger Priddy",4.7,17323,4,2014,"Non Fiction"
"259","Frozen (Little Golden Book)","RH Disney",4.7,3642,0,2014,"Fiction"
"260","Gone Girl","Gillian Flynn",4,57271,9,2014,"Fiction"
"261","Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","David Perlmutter MD",4.6,5972,10,2014,"Non Fiction"
"262","How to Win Friends & Influence People","Dale Carnegie",4.7,25001,11,2014,"Non Fiction"
"263","Humans of New York","Brandon Stanton",4.8,3490,15,2014,"Non Fiction"
"264","If I Stay","Gayle Forman",4.3,7153,9,2014,"Fiction"
"265","Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,19576,8,2014,"Non Fiction"
"266","JOURNEY TO THE ICE P","RH Disney",4.6,978,0,2014,"Fiction"
"267","Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.6,10927,6,2014,"Non Fiction"
"268","Knock-Knock Jokes for Kids","Rob Elliott",4.5,3673,4,2014,"Non Fiction"
"269","Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,6990,4,2014,"Non Fiction"
"270","Little Blue Truck","Alice Schertle",4.9,1884,0,2014,"Fiction"
"271","Looking for Alaska","John Green",4.5,8491,7,2014,"Fiction"
"272","Love You Forever","Robert Munsch",4.8,18613,5,2014,"Fiction"
"273","Make It Ahead: A Barefoot Contessa Cookbook","Ina Garten",4.5,1386,20,2014,"Non Fiction"
"274","Mindset: The New Psychology of Success","Carol S. Dweck",4.6,5542,10,2014,"Non Fiction"
"275","Oh, the Places You'll Go!","Dr. Seuss",4.9,21834,8,2014,"Fiction"
"276","Orphan Train","Christina Baker Kline",4.6,21930,11,2014,"Fiction"
"277","Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,8580,46,2014,"Non Fiction"
"278","Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2)","Rush Limbaugh",4.9,3836,12,2014,"Fiction"
"279","StrengthsFinder 2.0","Gallup",4,5069,17,2014,"Non Fiction"
"280","The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman",4.7,3477,28,2014,"Non Fiction"
"281","The Alchemist","Paulo Coelho",4.7,35799,39,2014,"Fiction"
"282","The Blood of Olympus (The Heroes of Olympus (5))","Rick Riordan",4.8,6600,11,2014,"Fiction"
"283","The Book Thief","Markus Zusak",4.6,23148,6,2014,"Fiction"
"284","The Book with No Pictures","B. J. Novak",4.8,8081,8,2014,"Fiction"
"285","The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown",4.8,23358,12,2014,"Non Fiction"
"286","The Day the Crayons Quit","Drew Daywalt",4.8,8922,9,2014,"Fiction"
"287","The Fault in Our Stars","John Green",4.7,50482,7,2014,"Fiction"
"288","The Fault in Our Stars","John Green",4.7,50482,13,2014,"Fiction"
"289","The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt",3.9,33844,20,2014,"Fiction"
"290","The Great Gatsby","F. Scott Fitzgerald",4.4,11616,7,2014,"Fiction"
"291","The Maze Runner (Book 1)","James Dashner",4.5,10101,8,2014,"Fiction"
"292","The Official SAT Study Guide","The College Board",4.4,1201,40,2014,"Non Fiction"
"293","The Very Hungry Caterpillar","Eric Carle",4.9,19546,5,2014,"Fiction"
"294","Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11128,23,2014,"Non Fiction"
"295","To Kill a Mockingbird","Harper Lee",4.8,26234,0,2014,"Fiction"
"296","Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK",4.5,2586,5,2014,"Fiction"
"297","Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",4.8,29673,13,2014,"Non Fiction"
"298","Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",4.8,29673,16,2014,"Non Fiction"
"299","What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe",4.7,9292,17,2014,"Non Fiction"
"300","Wonder","R. J. Palacio",4.8,21625,9,2014,"Fiction"
"301","Adult Coloring Book: Stress Relieving Animal Designs","Blue Star Coloring",4.6,2925,6,2015,"Non Fiction"
"302","Adult Coloring Book: Stress Relieving Patterns","Blue Star Coloring",4.4,2951,6,2015,"Non Fiction"
"303","Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…","Coloring Books for Adults",4.5,2426,8,2015,"Non Fiction"
"304","All the Light We Cannot See","Anthony Doerr",4.6,36348,14,2015,"Fiction"
"305","American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History","Chris Kyle",4.6,15921,9,2015,"Non Fiction"
"306","Baby Touch and Feel: Animals","DK",4.6,5360,5,2015,"Non Fiction"
"307","Balance (Angie's Extreme Stress Menders)","Angie Grace",4.6,1909,11,2015,"Non Fiction"
"308","Being Mortal: Medicine and What Matters in the End","Atul Gawande",4.8,11113,15,2015,"Non Fiction"
"309","Between the World and Me","Ta-Nehisi Coates",4.7,10070,13,2015,"Non Fiction"
"310","Creative Haven Creative Cats Coloring Book (Adult Coloring)","Marjorie Sarnat",4.8,4022,4,2015,"Non Fiction"
"311","Creative Haven Owls Coloring Book (Adult Coloring)","Marjorie Sarnat",4.8,3871,5,2015,"Non Fiction"
"312","Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,10922,5,2015,"Fiction"
"313","Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books)","Marty Noble",4.6,2134,5,2015,"Non Fiction"
"314","Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…","Johanna Basford",4.7,5413,9,2015,"Non Fiction"
"315","First 100 Words","Roger Priddy",4.7,17323,4,2015,"Non Fiction"
"316","Giraffes Can't Dance","Giles Andreae",4.8,14038,4,2015,"Fiction"
"317","Go Set a Watchman: A Novel","Harper Lee",3.6,14982,19,2015,"Fiction"
"318","Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series)","E L James",4.4,25624,14,2015,"Fiction"
"319","Harry Potter Coloring Book","Scholastic",4.7,3564,9,2015,"Non Fiction"
"320","How to Win Friends & Influence People","Dale Carnegie",4.7,25001,11,2015,"Non Fiction"
"321","Humans of New York : Stories","Brandon Stanton",4.9,2812,17,2015,"Non Fiction"
"322","Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,19576,8,2015,"Non Fiction"
"323","Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.6,5235,5,2015,"Non Fiction"
"324","Knock-Knock Jokes for Kids","Rob Elliott",4.5,3673,4,2015,"Non Fiction"
"325","Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,6990,4,2015,"Non Fiction"
"326","Love You Forever","Robert Munsch",4.8,18613,5,2015,"Fiction"
"327","Mindset: The New Psychology of Success","Carol S. Dweck",4.6,5542,10,2015,"Non Fiction"
"328","Oh, the Places You'll Go!","Dr. Seuss",4.9,21834,8,2015,"Fiction"
"329","Old School (Diary of a Wimpy Kid #10)","Jeff Kinney",4.8,6169,7,2015,"Fiction"
"330","Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,8580,46,2015,"Non Fiction"
"331","Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)","Johanna Basford",4.7,9366,9,2015,"Non Fiction"
"332","StrengthsFinder 2.0","Gallup",4,5069,17,2015,"Non Fiction"
"333","The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,25554,8,2015,"Non Fiction"
"334","The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.7,4725,16,2015,"Non Fiction"
"335","The Book with No Pictures","B. J. Novak",4.8,8081,8,2015,"Fiction"
"336","The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown",4.8,23358,12,2015,"Non Fiction"
"337","The Day the Crayons Quit","Drew Daywalt",4.8,8922,9,2015,"Fiction"
"338","The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,23308,6,2015,"Non Fiction"
"339","The Girl on the Train","Paula Hawkins",4.1,79446,18,2015,"Fiction"
"340","The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",4.5,22641,11,2015,"Non Fiction"
"341","The Martian","Andy Weir",4.7,39459,9,2015,"Fiction"
"342","The Nightingale: A Novel","Kristin Hannah",4.8,49288,11,2015,"Fiction"
"343","The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…","Ree Drummond",4.8,3428,14,2015,"Non Fiction"
"344","The Very Hungry Caterpillar","Eric Carle",4.9,19546,5,2015,"Fiction"
"345","The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",4.6,7508,16,2015,"Non Fiction"
"346","The Wright Brothers","David McCullough",4.7,6169,16,2015,"Non Fiction"
"347","Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11128,23,2015,"Non Fiction"
"348","To Kill a Mockingbird","Harper Lee",4.8,26234,0,2015,"Fiction"
"349","What Pet Should I Get? (Classic Seuss)","Dr. Seuss",4.7,1873,14,2015,"Fiction"
"350","Wonder","R. J. Palacio",4.8,21625,9,2015,"Fiction"
"351","10-Day Green Smoothie Cleanse","JJ Smith",4.7,17350,8,2016,"Non Fiction"
"352","A Man Called Ove: A Novel","Fredrik Backman",4.6,23848,8,2016,"Fiction"
"353","Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns","Adult Coloring Book Designs",4.5,2313,4,2016,"Non Fiction"
"354","Alexander Hamilton","Ron Chernow",4.8,9198,13,2016,"Non Fiction"
"355","Between the World and Me","Ta-Nehisi Coates",4.7,10070,13,2016,"Non Fiction"
"356","Born to Run","Bruce Springsteen",4.7,3729,18,2016,"Non Fiction"
"357","Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series)","Sasha O'Hara",4.6,10369,4,2016,"Non Fiction"
"358","Cravings: Recipes for All the Food You Want to Eat: A Cookbook","Chrissy Teigen",4.7,4761,16,2016,"Non Fiction"
"359","Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,10922,5,2016,"Fiction"
"360","Double Down (Diary of a Wimpy Kid #11)","Jeff Kinney",4.8,5118,20,2016,"Fiction"
"361","Fahrenheit 451","Ray Bradbury",4.6,10721,8,2016,"Fiction"
"362","Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter)","J. K. Rowling",4.7,4370,15,2016,"Fiction"
"363","First 100 Words","Roger Priddy",4.7,17323,4,2016,"Non Fiction"
"364","Giraffes Can't Dance","Giles Andreae",4.8,14038,4,2016,"Fiction"
"365","Hamilton: The Revolution","Lin-Manuel Miranda",4.9,5867,54,2016,"Non Fiction"
"366","Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)","J. K. Rowling",4.9,19622,30,2016,"Fiction"
"367","Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script","J. K. Rowling",4,23973,12,2016,"Fiction"
"368","Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","J. K. Rowling",4.9,10052,22,2016,"Fiction"
"369","Harry Potter Paperback Box Set (Books 1-7)","J. K. Rowling",4.8,13471,52,2016,"Fiction"
"370","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","J. D. Vance",4.4,15526,14,2016,"Non Fiction"
"371","How to Win Friends & Influence People","Dale Carnegie",4.7,25001,11,2016,"Non Fiction"
"372","Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,19576,8,2016,"Non Fiction"
"373","Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.8,8916,6,2016,"Non Fiction"
"374","Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,6990,4,2016,"Non Fiction"
"375","Milk and Honey","Rupi Kaur",4.7,17739,8,2016,"Non Fiction"
"376","Mindset: The New Psychology of Success","Carol S. Dweck",4.6,5542,10,2016,"Non Fiction"
"377","Night (Night)","Elie Wiesel",4.7,5178,9,2016,"Non Fiction"
"378","Oh, the Places You'll Go!","Dr. Seuss",4.9,21834,8,2016,"Fiction"
"379","Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon","Scholastic",4.7,3503,9,2016,"Fiction"
"380","Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,8580,46,2016,"Non Fiction"
"381","StrengthsFinder 2.0","Gallup",4,5069,17,2016,"Non Fiction"
"382","The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,25554,8,2016,"Non Fiction"
"383","The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.7,4725,16,2016,"Non Fiction"
"384","The Constitution of the United States","Delegates of the Constitutional",4.8,2774,0,2016,"Non Fiction"
"385","The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,23308,6,2016,"Non Fiction"
"386","The Girl on the Train","Paula Hawkins",4.1,79446,7,2016,"Fiction"
"387","The Going-To-Bed Book","Sandra Boynton",4.8,5249,5,2016,"Fiction"
"388","The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",4.5,22641,11,2016,"Non Fiction"
"389","The Magnolia Story","Chip Gaines",4.9,7861,5,2016,"Non Fiction"
"390","The Nightingale: A Novel","Kristin Hannah",4.8,49288,11,2016,"Fiction"
"391","The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)","The College Board",4.3,807,36,2016,"Non Fiction"
"392","The Very Hungry Caterpillar","Eric Carle",4.9,19546,5,2016,"Fiction"
"393","The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",4.6,7508,16,2016,"Non Fiction"
"394","The Wonderful Things You Will Be","Emily Winfield Martin",4.9,8842,10,2016,"Fiction"
"395","Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11128,23,2016,"Non Fiction"
"396","To Kill a Mockingbird","Harper Lee",4.8,26234,0,2016,"Fiction"
"397","Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","Lysa TerKeurst",4.7,4585,9,2016,"Non Fiction"
"398","When Breath Becomes Air","Paul Kalanithi",4.8,13779,14,2016,"Non Fiction"
"399","Wonder","R. J. Palacio",4.8,21625,9,2016,"Fiction"
"400","You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",4.7,14331,8,2016,"Non Fiction"
"401","1984 (Signet Classics)","George Orwell",4.7,21424,6,2017,"Fiction"
"402","A Gentleman in Moscow: A Novel","Amor Towles",4.7,19699,15,2017,"Fiction"
"403","A Man Called Ove: A Novel","Fredrik Backman",4.6,23848,8,2017,"Fiction"
"404","Astrophysics for People in a Hurry","Neil deGrasse Tyson",4.7,9374,9,2017,"Non Fiction"
"405","Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,14344,5,2017,"Fiction"
"406","Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,10922,5,2017,"Fiction"
"407","Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3)","Dav Pilkey",4.9,4786,8,2017,"Fiction"
"408","First 100 Words","Roger Priddy",4.7,17323,4,2017,"Non Fiction"
"409","Giraffes Can't Dance","Giles Andreae",4.8,14038,4,2017,"Fiction"
"410","Goodnight Moon","Margaret Wise Brown",4.8,8837,5,2017,"Fiction"
"411","Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)","J. K. Rowling",4.9,3146,30,2017,"Fiction"
"412","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","J. D. Vance",4.4,15526,14,2017,"Non Fiction"
"413","How to Win Friends & Influence People","Dale Carnegie",4.7,25001,11,2017,"Non Fiction"
"414","If Animals Kissed Good Night","Ann Whitford Paul",4.8,16643,4,2017,"Fiction"
"415","Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","David Grann",4.6,8393,17,2017,"Non Fiction"
"416","Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,6990,4,2017,"Non Fiction"
"417","Leonardo da Vinci","Walter Isaacson",4.5,3014,21,2017,"Non Fiction"
"418","Make Your Bed: Little Things That Can Change Your Life...And Maybe the World","Admiral William H. McRaven",4.7,10199,11,2017,"Non Fiction"
"419","Milk and Honey","Rupi Kaur",4.7,17739,8,2017,"Non Fiction"
"420","Milk and Vine: Inspirational Quotes From Classic Vines","Adam Gasiewski",4.4,3113,6,2017,"Non Fiction"
"421","Obama: An Intimate Portrait","Pete Souza",4.9,3192,22,2017,"Non Fiction"
"422","Oh, the Places You'll Go!","Dr. Seuss",4.9,21834,8,2017,"Fiction"
"423","Option B: Facing Adversity, Building Resilience, and Finding Joy","Sheryl Sandberg",4.5,1831,9,2017,"Non Fiction"
"424","Origin: A Novel (Robert Langdon)","Dan Brown",4.3,18904,13,2017,"Fiction"
"425","Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,16990,27,2017,"Fiction"
"426","Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,8580,46,2017,"Non Fiction"
"427","Puppy Birthday to You! (Paw Patrol) (Little Golden Book)","Golden Books",4.8,4757,4,2017,"Fiction"
"428","Ready Player One: A Novel","Ernest Cline",4.6,22536,12,2017,"Fiction"
"429","StrengthsFinder 2.0","Gallup",4,5069,17,2017,"Non Fiction"
"430","The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,25554,8,2017,"Non Fiction"
"431","The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.7,4725,16,2017,"Non Fiction"
"432","The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,23308,6,2017,"Non Fiction"
"433","The Getaway","Jeff Kinney",4.8,5836,0,2017,"Fiction"
"434","The Going-To-Bed Book","Sandra Boynton",4.8,5249,5,2017,"Fiction"
"435","The Handmaid's Tale","Margaret Atwood",4.3,29442,7,2017,"Fiction"
"436","The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph",4.3,7368,7,2017,"Non Fiction"
"437","The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",4.5,22641,11,2017,"Non Fiction"
"438","The Pout-Pout Fish","Deborah Diesen",4.8,9784,5,2017,"Fiction"
"439","The Shack: Where Tragedy Confronts Eternity","William P. Young",4.6,19720,8,2017,"Fiction"
"440","The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",4.6,26490,15,2017,"Non Fiction"
"441","The Sun and Her Flowers","Rupi Kaur",4.7,5487,9,2017,"Non Fiction"
"442","The Very Hungry Caterpillar","Eric Carle",4.9,19546,5,2017,"Fiction"
"443","The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",4.6,7508,16,2017,"Non Fiction"
"444","The Wonderful Things You Will Be","Emily Winfield Martin",4.9,8842,10,2017,"Fiction"
"445","Thirteen Reasons Why","Jay Asher",4.5,7932,9,2017,"Fiction"
"446","Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11128,23,2017,"Non Fiction"
"447","Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss",4.6,4360,21,2017,"Non Fiction"
"448","What Happened","Hillary Rodham Clinton",4.6,5492,18,2017,"Non Fiction"
"449","Wonder","R. J. Palacio",4.8,21625,9,2017,"Fiction"
"450","You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",4.7,14331,8,2017,"Non Fiction"
"451","12 Rules for Life: An Antidote to Chaos","Jordan B. Peterson",4.7,18979,15,2018,"Non Fiction"
"452","A Higher Loyalty: Truth, Lies, and Leadership","James Comey",4.7,5983,3,2018,"Non Fiction"
"453","A Wrinkle in Time (Time Quintet)","Madeleine L'Engle",4.5,5153,5,2018,"Fiction"
"454","Becoming","Michelle Obama",4.8,61133,11,2018,"Non Fiction"
"455","Crazy Rich Asians (Crazy Rich Asians Trilogy)","Kevin Kwan",4.3,6143,8,2018,"Fiction"
"456","Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,10922,5,2018,"Fiction"
"457","Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)","Dav Pilkey",4.9,5062,6,2018,"Fiction"
"458","Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)","Dav Pilkey",4.9,7235,4,2018,"Fiction"
"459","Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)","Dav Pilkey",4.9,5470,6,2018,"Fiction"
"460","Educated: A Memoir","Tara Westover",4.7,28729,15,2018,"Non Fiction"
"461","Fahrenheit 451","Ray Bradbury",4.6,10721,8,2018,"Fiction"
"462","Fear: Trump in the White House","Bob Woodward",4.4,6042,2,2018,"Non Fiction"
"463","Fire and Fury: Inside the Trump White House","Michael Wolff",4.2,13677,6,2018,"Non Fiction"
"464","First 100 Words","Roger Priddy",4.7,17323,4,2018,"Non Fiction"
"465","Giraffes Can't Dance","Giles Andreae",4.8,14038,4,2018,"Fiction"
"466","Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","Rachel Hollis",4.6,22288,12,2018,"Non Fiction"
"467","Goodnight Moon","Margaret Wise Brown",4.8,8837,5,2018,"Fiction"
"468","Homebody: A Guide to Creating Spaces You Never Want to Leave","Joanna Gaines",4.8,3776,22,2018,"Non Fiction"
"469","How to Win Friends & Influence People","Dale Carnegie",4.7,25001,11,2018,"Non Fiction"
"470","Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…","Jennifer Smith",4.4,7396,13,2018,"Non Fiction"
"471","Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)","Anthony Bourdain",4.8,2507,8,2018,"Non Fiction"
"472","Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)","Jill Twiss",4.9,11881,13,2018,"Fiction"
"473","Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering","Paper Peony Press",4.4,7550,6,2018,"Non Fiction"
"474","Little Fires Everywhere","Celeste Ng",4.5,25706,12,2018,"Fiction"
"475","Magnolia Table: A Collection of Recipes for Gathering","Joanna Gaines",4.8,9867,16,2018,"Non Fiction"
"476","Milk and Honey","Rupi Kaur",4.7,17739,8,2018,"Non Fiction"
"477","Oh, the Places You'll Go!","Dr. Seuss",4.9,21834,8,2018,"Fiction"
"478","P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",4.7,10820,5,2018,"Non Fiction"
"479","Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,16990,27,2018,"Fiction"
"480","Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,8580,46,2018,"Non Fiction"
"481","Ready Player One: A Novel","Ernest Cline",4.6,22536,12,2018,"Fiction"
"482","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat",4.8,7802,20,2018,"Non Fiction"
"483","School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…","School Zone",4.8,23047,6,2018,"Non Fiction"
"484","Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution","Tucker Carlson",4.8,3923,16,2018,"Non Fiction"
"485","The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,25554,8,2018,"Non Fiction"
"486","The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos",4.3,13061,6,2018,"Non Fiction"
"487","The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,23308,6,2018,"Non Fiction"
"488","The Hate U Give","Angie Thomas",4.8,9947,11,2018,"Fiction"
"489","The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph",4.3,7368,7,2018,"Non Fiction"
"490","The Meltdown (Diary of a Wimpy Kid Book 13)","Jeff Kinney",4.8,5898,8,2018,"Fiction"
"491","The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free","Dr. Steven R Gundry MD",4.5,3601,18,2018,"Non Fiction"
"492","The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain","Dr. Steven R Gundry MD",4.4,7058,17,2018,"Non Fiction"
"493","The Pout-Pout Fish","Deborah Diesen",4.8,9784,5,2018,"Fiction"
"494","The President Is Missing: A Novel","James Patterson",4.3,10191,18,2018,"Fiction"
"495","The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",4.6,26490,15,2018,"Non Fiction"
"496","The Very Hungry Caterpillar","Eric Carle",4.9,19546,5,2018,"Fiction"
"497","The Wonderful Things You Will Be","Emily Winfield Martin",4.9,8842,10,2018,"Fiction"
"498","The Wonky Donkey","Craig Smith",4.8,30183,4,2018,"Fiction"
"499","Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane","The Staff of The Late Show with",4.6,6669,12,2018,"Non Fiction"
"500","You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",4.7,14331,8,2018,"Non Fiction"
"501","5,000 Awesome Facts (About Everything!) (National Geographic Kids)","National Geographic Kids",4.8,7665,12,2019,"Non Fiction"
"502","Becoming","Michelle Obama",4.8,61133,11,2019,"Non Fiction"
"503","Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,14344,5,2019,"Fiction"
"504","Can't Hurt Me: Master Your Mind and Defy the Odds","David Goggins",4.8,16244,18,2019,"Non Fiction"
"505","Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)","M Prefontaine",4.6,7955,5,2019,"Non Fiction"
"506","Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)","Dav Pilkey",4.9,7235,4,2019,"Fiction"
"507","Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)","Dav Pilkey",4.9,12619,8,2019,"Fiction"
"508","Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7)","Dav Pilkey",4.9,9089,8,2019,"Fiction"
"509","Educated: A Memoir","Tara Westover",4.7,28729,15,2019,"Non Fiction"
"510","Giraffes Can't Dance","Giles Andreae",4.8,14038,4,2019,"Fiction"
"511","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Rachel Hollis",4.6,7660,12,2019,"Non Fiction"
